,path,class,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_20,label_gran_30,label_gran_50,label_gran_70,label_gran_90,label_gran_110,label_gran_130,label_gran_150,label_gran_13,label_gran_15
15909,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/7842991.166096.jpg,0,5,11,15,148,1319,1733,2061,2143,2175,2184,2185,2185,665,1654
27757,Boots/Mid-Calf/Crocs/7986551.5915.jpg,4,6,27,59,222,1520,2093,9712,10400,10607,10682,10693,10693,733,608
28167,Boots/Ankle/Ipath/7987721.332241.jpg,1,1,4,18,22,433,830,1510,1567,1592,1598,1599,1599,579,1797
1594,Sandals/Flat/Keen/7209690.3.jpg,3,6,16,48,81,498,575,641,663,671,674,674,674,923,1438
27907,Boots/Ankle/Merrell/7987162.46658.jpg,1,3,9,34,236,4253,7164,9761,10453,10662,10737,10748,10748,662,2206
40156,Boots/Mid-Calf/Yellow Box/8038838.3.jpg,4,6,27,59,222,3283,5239,9026,9640,9833,9904,9915,9915,733,1351
42093,Shoes/Sneakers and Athletic Shoes/Lacoste/8050154.143.jpg,0,2,5,23,43,5410,9737,13961,15163,15532,15637,15650,15650,882,552
26561,Shoes/Sneakers and Athletic Shoes/Ahnu/7979014.76119.jpg,0,3,7,92,385,1408,1878,2238,2332,2366,2376,2377,2377,70,413
24982,Boots/Mid-Calf/UGG Kids/7972781.165731.jpg,4,5,11,28,296,3743,6164,8174,8709,8883,8944,8955,8955,1414,555
26913,Sandals/Flat/Burberry/7980145.189.jpg,3,4,15,46,220,410,5129,8640,10085,10286,10360,10371,10371,1007,2091
20440,Sandals/Flat/OluKai/7911915.44016.jpg,3,5,11,57,108,1169,1506,2829,2955,2996,3010,3012,3012,1851,1439
9199,Shoes/Sneakers and Athletic Shoes/SKECHERS/7673191.1909.jpg,0,6,27,74,299,1138,1455,3532,3699,3752,3770,3774,3774,550,926
46364,Boots/Ankle/Enzo Angiolini/8081421.106.jpg,1,4,25,73,161,1106,6833,9283,9915,10115,10189,10200,10200,1443,1433
16095,Shoes/Heels/Badgley Mischka/7845939.1402.jpg,2,6,16,48,283,719,857,1884,1955,1982,1989,1990,1990,1639,2368
14664,Boots/Mid-Calf/Keen Utility/7822560.3.jpg,4,7,23,39,175,2849,4354,5576,5870,5966,5996,6003,6003,677,2166
32295,Boots/Ankle/Loeffler Randall/8005189.580.jpg,1,4,29,76,474,3876,6436,9448,10097,10299,10373,10384,10384,1461,2020
30026,Boots/Ankle/Rockport/7996682.284.jpg,1,7,26,51,259,607,712,10459,11214,11444,11521,11532,11532,310,1478
31709,Boots/Mid-Calf/Frye/8003486.263301.jpg,4,3,6,7,24,668,797,894,2465,2501,2512,2513,2513,437,783
6450,Shoes/Sneakers and Athletic Shoes/SKECHERS Work/7568132.112557.jpg,0,1,1,1,107,1494,2039,2460,2564,2600,2612,2613,2613,1546,2496
32059,Boots/Mid-Calf/Dr. Martens/8004397.398343.jpg,4,3,6,24,233,3075,4816,11168,11986,12253,12331,12342,12342,1336,2536
42479,Shoes/Boat Shoes/Sperry Top-Sider/8051982.3412.jpg,11,0,8,40,145,3887,6468,14059,15264,15633,15738,15751,15751,1163,2178
4109,Shoes/Sneakers and Athletic Shoes/Osiris/7415747.373270.jpg,0,1,4,18,22,392,441,1590,1650,1675,1681,1682,1682,1351,581
49222,Boots/Ankle/Tommy Hilfiger/8122111.401.jpg,1,0,0,0,146,299,328,3400,3560,3610,3628,3630,3630,172,638
36919,Shoes/Flats/Alexander McQueen/8024797.3.jpg,5,2,22,66,224,427,4875,8477,9046,9224,9288,9299,9299,602,1219
12143,Shoes/Loafers/Donald J Pliner/7772301.106.jpg,6,5,28,61,405,1576,3682,4651,4881,4954,4977,4983,4983,518,1877
44922,Boots/Mid-Calf/Martino/8071366.5319.jpg,4,3,21,55,96,631,843,1689,1753,1778,1784,1785,1785,848,1297
41921,Boots/Knee High/Lucky Brand/8048193.859.jpg,7,2,22,60,114,166,334,361,369,375,377,377,377,117,435
29153,Shoes/Sneakers and Athletic Shoes/New Balance/7993076.3.jpg,0,1,1,56,214,399,1351,10162,10891,11113,11190,11201,11201,1503,2132
11125,Boots/Mid-Calf/EMU Australia Kids/7742661.329564.jpg,4,5,12,70,151,1043,3446,4315,4523,4589,4611,4617,4617,682,1741
2123,Shoes/Oxfords/Fratelli/7251101.18.jpg,8,1,4,18,22,23,24,835,859,871,875,875,875,579,1067
46261,Shoes/Sneakers and Athletic Shoes/Stride Rite/8080834.182785.jpg,0,1,1,56,150,5655,10338,15005,16322,16731,16843,16856,16856,1623,340
43129,Shoes/Sneakers and Athletic Shoes/Salvatore Ferragamo/8057237.49836.jpg,0,0,18,26,32,4465,8392,11699,12584,12869,12951,12962,12962,1263,1840
46521,Shoes/Heels/Jessica Simpson/8082347.89.jpg,2,6,16,21,27,3585,5828,15065,16387,16799,16911,16924,16924,1467,1632
49037,Shoes/Heels/Calvin Klein/8116572.404612.jpg,2,4,25,73,481,2900,10645,15613,17011,17444,17573,17587,17587,349,31
32969,Shoes/Oxfords/Elephantito/8009110.18.jpg,8,1,17,36,329,1926,7828,11447,12302,12575,12656,12667,12667,256,1738
38465,Boots/Ankle/Primigi Kids/8030668.3.jpg,1,7,26,93,509,4370,9141,12967,14021,14353,14446,14459,14459,1797,1029
45902,Boots/Ankle/John Varvatos/8077313.126124.jpg,1,0,18,26,379,5623,10282,14903,16209,16617,16728,16741,16741,674,584
41965,Sandals/Flat/Grazie/8048647.632.jpg,3,6,16,48,252,1279,1672,1984,2061,2089,2097,2098,2098,471,134
14855,Boots/Mid-Calf/Superfit/7827424.365357.jpg,4,5,11,28,143,1425,4396,5647,5946,6043,6075,6082,6082,66,611
45714,Boots/Ankle/Nine West/8076551.328.jpg,1,2,30,88,287,2636,7896,10916,11711,11968,12046,12057,12057,735,749
15412,Shoes/Loafers/Mephisto/7836613.390144.jpg,6,3,7,54,95,128,4470,5755,6180,6283,6316,6323,6323,1660,2113
33397,Boots/Ankle/GUESS Kids'/8011288.1148.jpg,1,7,26,93,310,1142,7520,10311,12463,12741,12822,12833,12833,171,1020
36777,Boots/Mid-Calf/Primigi Kids/8024419.3.jpg,4,7,23,43,330,5054,8869,12486,13467,13782,13869,13880,13880,1124,2043
39129,Slippers/Slipper Flats/UGG Kids/8032551.9418.jpg,10,5,11,57,164,247,3408,4266,14207,14544,14639,14652,14652,952,683
5996,Slippers/Slipper Flats/Sorel Kids/7551926.331397.jpg,10,5,11,57,164,1424,1901,2269,2365,2400,2410,2411,2411,952,303
47222,Shoes/Sneakers and Athletic Shoes/Roxy/8089927.20.jpg,0,4,25,47,221,418,475,526,2996,3038,3053,3055,3055,1515,231
42921,Shoes/Flats/LAUREN Ralph Lauren/8055291.381320.jpg,5,4,25,47,221,418,475,14174,15405,15778,15884,15897,15897,1515,231
25780,Shoes/Sneakers and Athletic Shoes/ASICS/7976571.355763.jpg,0,4,15,22,79,2256,4654,9133,9757,9955,10028,10039,10039,1050,2040
31863,Boots/Ankle/Lugz/8003873.364992.jpg,1,4,15,22,129,1700,6786,11092,11903,12164,12242,12253,12253,1541,1709
5115,Sandals/Flat/Birkenstock/7502010.9926.jpg,3,6,13,17,20,1284,1679,1993,2072,2100,2108,2109,2109,1284,764
45530,Shoes/Flats/Merrell/8075498.3.jpg,5,4,25,47,221,4449,7596,14819,16115,16520,16631,16644,16644,1515,389
7973,Shoes/Sneakers and Athletic Shoes/Patagonia/7631896.358106.jpg,0,3,6,24,65,1728,2449,3013,3150,3198,3216,3218,3218,51,738
31651,Shoes/Loafers/Bogs/8003149.307.jpg,6,7,26,84,491,4647,7956,11021,11828,12089,12167,12178,12178,788,2158
49692,Shoes/Heels/Michael Antonio/8131321.409135.jpg,2,6,16,21,27,3585,5828,7663,8129,8286,8331,8338,8338,1467,1632
37448,Boots/Ankle/GUESS/8026817.12756.jpg,1,6,27,59,222,2671,7963,11035,11842,12103,12181,12192,12192,1125,2491
9878,Shoes/Heels/ara/7697197.375499.jpg,2,3,9,13,54,62,1033,1185,1365,1389,1394,1395,1395,1151,1868
22409,Sandals/Flat/Cobian/7942126.3.jpg,3,6,16,48,81,1450,4344,8115,8642,8813,8870,8880,8880,1456,2347
36660,Boots/Mid-Calf/Flojos Kids/8024023.278.jpg,4,0,8,9,476,5041,8847,12454,13433,13747,13834,13845,13845,1496,949
47764,Boots/Mid-Calf/Lucchese/8098757.398684.jpg,4,1,1,56,106,149,10517,15361,16734,17159,17282,17296,17296,916,870
7502,Sandals/Flat/Stuart Weitzman/7612153.89.jpg,3,4,15,46,77,97,1130,2852,2980,3021,3036,3038,3038,734,1180
36814,Boots/Mid-Calf/Primigi Kids/8024492.3.jpg,4,1,1,56,286,5055,8870,12487,13468,13783,13870,13881,13881,894,485
23637,Shoes/Loafers/Giuseppe Zanotti/7964921.3.jpg,6,4,25,47,221,1842,2642,3270,9079,9259,9323,9334,9334,106,67
4034,Shoes/Heels/LAUREN Ralph Lauren/7406098.3399.jpg,2,6,16,48,81,154,1208,1561,1621,1646,1652,1653,1653,1363,1413
43050,Shoes/Sneakers and Athletic Shoes/Puma Kids/8056615.382125.jpg,0,7,14,19,165,4790,8305,11573,12441,12719,12800,12811,12811,986,487
26009,Shoes/Sneakers and Athletic Shoes/Keen/7977240.355936.jpg,0,1,4,18,22,3414,5502,9204,9833,10033,10106,10117,10117,147,1076
5739,Sandals/Flat/Havaianas/7540505.145508.jpg,3,6,16,48,81,1378,1832,2188,2281,2314,2324,2325,2325,923,1438
16302,Shoes/Loafers/Dockers/7849817.311102.jpg,6,1,4,11,105,148,160,6191,6536,6651,6685,6692,6692,412,883
7628,Sandals/Heel/Kork-Ease/7615767.13456.jpg,14,4,15,46,77,97,1130,1312,3025,3067,3082,3084,3084,734,1180
42724,Shoes/Flats/Nine West/8053831.52294.jpg,5,2,22,66,224,427,4875,8477,9046,9224,9288,9299,9299,602,1219
7103,Boots/Mid-Calf/EMU Australia Kids/7599195.574.jpg,4,7,14,52,160,250,2244,2716,2837,2878,2892,2893,2893,862,1427
32121,Boots/Knee High/Dr. Martens/8004434.168593.jpg,7,4,29,62,119,174,6283,11185,12005,12272,12350,12361,12361,1187,323
48970,Sandals/Flat/Donald J Pliner/8114625.552.jpg,3,3,6,12,23,364,2394,2933,3069,3114,4926,4932,4932,820,715
21573,Shoes/Sneakers and Athletic Shoes/Nike Kids/7926825.338215.jpg,0,7,14,19,165,473,5912,7779,8250,8414,8461,8468,8468,986,2192
24449,Boots/Knee High/Frye/7970322.352789.jpg,7,3,9,49,180,287,312,458,470,476,478,478,478,1071,781
39623,Sandals/Flat/Missoni/8035429.521.jpg,3,4,15,46,77,372,416,2868,14397,14739,14836,14849,14849,734,1180
6740,Shoes/Oxfords/ECCO/7582583.4769.jpg,8,7,26,51,270,1539,2130,2574,2690,2727,2741,2742,2742,667,887
46608,Sandals/Flat/Dolce Vita/8083404.3.jpg,3,2,5,6,244,1201,6176,13175,14257,14595,14690,14703,14703,95,1465
49486,Shoes/Flats/Blowfish/8126674.388429.jpg,5,4,25,47,221,1267,1657,1967,9201,12936,17679,17694,17694,1515,389
49843,Shoes/Sneakers and Athletic Shoes/New Balance/8138175.144.jpg,0,7,23,39,175,2630,3989,5076,5338,5420,5449,5456,5456,91,2339
23035,Sandals/Flat/Bottega Veneta/7953244.346509.jpg,3,2,5,6,244,3768,6231,8303,8860,9035,9097,9108,9108,325,159
28356,Shoes/Loafers/Camper Kids/7988374.401.jpg,6,7,26,93,310,1142,7255,9895,10598,10814,10889,10900,10900,171,1020
36923,Boots/Ankle/Wolky/8024859.116867.jpg,1,0,8,30,62,2504,3755,4763,13509,13824,13911,13924,13924,1411,2003
38585,Boots/Mid-Calf/Pampili/8030821.3.jpg,4,0,18,86,305,4567,9170,13006,14066,14401,14495,14508,14508,1682,494
2748,Shoes/Boat Shoes/Sperry Top-Sider/7297622.352714.jpg,11,4,15,22,79,523,939,1066,1098,1113,1117,1117,1117,1050,2040
47286,Shoes/Sneakers and Athletic Shoes/SKECHERS/8090515.2557.jpg,0,4,15,22,79,517,10465,15248,16607,17028,17144,17158,17158,480,439
43116,Shoes/Sneakers and Athletic Shoes/Brooks/8057109.382250.jpg,0,7,14,19,120,4198,9898,14228,15461,15835,15941,15954,15954,107,2
4819,Shoes/Heels/Calvin Klein/7479540.372905.jpg,2,3,7,54,251,545,1583,1869,1940,1966,1973,1974,1974,1069,658
3863,Shoes/Heels/Bella-Vita/7393857.71.jpg,2,3,7,54,251,545,1288,1504,1559,1584,1590,1591,1591,1069,658
18995,Sandals/Flat/Dansko/7894523.89.jpg,3,4,15,20,93,205,5406,7053,7469,7605,7646,7653,7653,1435,1947
48096,Shoes/Loafers/Stacy Adams/8103386.399855.jpg,6,0,8,40,508,5005,8769,15117,16634,17056,17173,17187,17187,752,1724
46869,Sandals/Flat/Stuart Weitzman Kids/8086029.1907.jpg,3,7,14,52,160,1275,10270,14865,16164,16571,16682,16695,16695,113,711
13283,Shoes/Sneakers and Athletic Shoes/Keen Kids/7801160.294584.jpg,0,0,8,9,185,2624,3974,5053,5308,5389,5417,5424,5424,1218,2320
37446,Boots/Ankle/GUESS/8026817.106.jpg,1,6,27,59,222,2671,7963,11035,11842,12103,12181,12192,12192,1125,2491
16824,Boots/Ankle/Palladium/7867338.3.jpg,1,1,1,1,73,3132,4945,6381,6748,6869,6906,6913,6913,1617,2153
26880,Shoes/Flats/MICHAEL Michael Kors/7980088.351432.jpg,5,4,29,75,342,1224,1622,9423,10068,10269,10343,10354,10354,592,990
39150,Boots/Mid-Calf/UGG Kids/8032668.3.jpg,4,5,11,28,143,594,1940,13137,14213,14550,14645,14658,14658,1113,2055
15994,Shoes/Loafers/Aetrex/7843718.310587.jpg,6,3,6,12,14,936,1161,6073,6406,6517,6551,6558,6558,590,2436
40804,Shoes/Clogs and Mules/Easy Spirit/8042524.325.jpg,9,4,25,47,182,1632,9544,13611,14763,15118,15216,15229,15229,1512,430
43872,Shoes/Sneakers and Athletic Shoes/Nike Golf/8063553.384742.jpg,0,7,14,19,98,3293,5257,14400,15653,16035,16141,16154,16154,488,2458
930,Shoes/Sneakers and Athletic Shoes/Converse/7155963.66263.jpg,0,4,15,22,28,343,380,413,424,430,432,432,432,421,2068
12477,Boots/Ankle/The North Face/7784991.109556.jpg,1,6,16,21,254,2510,3764,4774,5009,5083,5107,5113,5113,1653,1366
36041,Shoes/Oxfords/Kenneth Cole New York/8022000.6.jpg,8,0,31,78,362,1231,7465,10233,13267,13580,13666,13677,13677,1220,1979
6588,Slippers/Boot/Old Friend/7575257.20.jpg,17,4,15,20,26,574,2084,2517,2626,2662,2675,2676,2676,1759,539
35362,Shoes/Oxfords/Mephisto/8019811.324939.jpg,8,4,25,64,426,4947,8653,12123,13058,13364,13448,13459,13459,1100,2034
35359,Shoes/Flats/Mephisto/8019794.390118.jpg,5,2,22,66,224,4650,8652,12122,13057,13363,13447,13458,13458,602,1219
12450,Slippers/Slipper Flats/Orthaheel/7784869.370630.jpg,10,4,15,20,93,2193,3751,4759,4994,5068,5092,5098,5098,1435,1947
37980,Slippers/Slipper Flats/Woolrich/8029295.470.jpg,10,7,26,84,328,1361,5669,12847,13884,14210,14301,14314,14314,544,1740
38389,Shoes/Flats/FootMates/8030519.9.jpg,5,7,26,93,497,3043,8106,12950,14004,14335,14428,14441,14441,1808,1995
18008,Shoes/Sneakers and Athletic Shoes/PUMA/7883863.367993.jpg,0,7,14,19,98,1744,2479,3050,3190,3238,3256,3258,3258,488,2396
16027,Shoes/Firstwalker/Twig Kids/7844209.3.jpg,12,1,17,36,329,1926,2799,5323,5597,5684,5713,5720,5720,256,1738
22872,Boots/Ankle/ECCO/7950320.3.jpg,1,3,7,8,295,1531,4418,8257,8807,8982,9044,9055,9055,1269,1407
48872,Shoes/Flats/Nine West/8113548.23943.jpg,5,2,22,66,137,201,4185,5350,12521,12802,12883,12894,12894,813,2502
41722,Shoes/Sneakers and Athletic Shoes/Under Armour/8047013.1114.jpg,0,0,8,30,41,43,9674,13864,15046,15414,15517,15530,15530,1493,41
19923,Shoes/Loafers/Hush Puppies/7904289.334768.jpg,6,5,20,82,294,3020,5631,7364,7803,7954,7997,8004,8004,1838,445
7312,Shoes/Oxfords/ECCO/7606276.222698.jpg,8,1,1,53,118,891,2290,2784,2907,2948,2962,2964,2964,321,958
46906,Shoes/Heels/rsvp/8086288.4751.jpg,2,3,9,13,15,578,1819,2170,16504,16919,17032,17046,17046,1405,2413
44567,Shoes/Sneakers and Athletic Shoes/Nike Kids/8068585.387461.jpg,0,7,14,19,165,978,1225,1631,1691,1716,1722,1723,1723,986,1992
43303,Shoes/Sneakers and Athletic Shoes/PUMA/8058707.133342.jpg,0,5,11,15,18,633,5354,14276,15511,15886,15992,16005,16005,1446,425
29219,Shoes/Heels/Clarks/7993236.72.jpg,2,3,9,13,15,578,745,836,860,872,876,876,876,1405,2413
34833,Boots/Mid-Calf/Nina Kids/8017303.116257.jpg,4,5,12,16,309,4915,8571,11975,12897,13194,13277,13288,13288,1624,1638
47795,Sandals/Flat/Steve Madden/8098829.3091.jpg,3,6,16,21,300,5739,10518,15369,16742,17167,17290,17304,17304,99,734
27706,Boots/Knee High/KORS Michael Kors Kids/7986006.3.jpg,7,5,20,81,264,639,7119,9693,10379,10586,10661,10672,10672,1684,1226
44612,Sandals/Flat/Burberry/8068861.387653.jpg,3,2,5,10,188,841,1020,1165,15871,16267,16377,16390,16390,786,978
5953,Boots/Ankle/Frye/7550052.301571.jpg,1,1,17,25,387,1415,1887,2249,2344,2378,2388,2389,2389,355,1409
18732,Shoes/Flats/adidas by Stella McCartney/7892380.326529.jpg,5,4,10,37,71,111,557,4803,5042,7476,7517,7524,7524,1060,1751
27684,Shoes/Flats/Sigerson Morrison/7985740.147.jpg,5,3,7,54,355,1177,2206,9434,10079,10280,10354,10365,10365,1586,1109
25134,Shoes/Sneakers and Athletic Shoes/adidas Kids/7973289.12293.jpg,0,7,14,19,165,3187,6464,8688,9572,9763,9834,9845,9845,849,1061
43930,Shoes/Loafers/Hush Puppies/8063826.76276.jpg,6,0,8,40,67,5243,9343,14410,15664,16048,16155,16168,16168,1045,1587
20388,Sandals/Flat/FitFlop/7911271.84.jpg,3,4,15,20,93,205,220,263,7965,8120,8165,8172,8172,1435,1947
15831,Boots/Ankle/Neil M%2E/7841676.16458.jpg,1,1,1,1,1,178,1861,2220,2313,2347,2357,2358,2358,649,2199
15310,Boots/Mid-Calf/Gentle Souls/7834987.1430.jpg,4,3,21,55,96,631,843,1689,1753,1778,1784,1785,1785,848,1297
33220,Shoes/Oxfords/Josef Seibel/8010454.366536.jpg,8,7,26,51,270,1539,8282,11533,12396,12674,12755,12766,12766,667,887
23326,Boots/Mid-Calf/Teva/7960650.401.jpg,4,6,24,79,194,313,6282,8394,8958,9135,9199,9210,9210,1474,2465
31680,Shoes/Heels/Giuseppe Zanotti/8003216.77435.jpg,2,6,27,59,222,2671,7963,11035,11842,12103,12181,12192,12192,1125,2491
39364,Shoes/Sneakers and Athletic Shoes/Converse/8034055.15.jpg,0,3,6,24,86,5214,9292,13208,14306,14646,14741,14754,14754,1433,671
12767,Boots/Knee High/Frye/7792053.184651.jpg,7,3,9,49,180,592,693,775,798,809,812,812,812,1071,781
28458,Shoes/Sneakers and Athletic Shoes/Onitsuka Tiger by Asics/7989160.133.jpg,0,3,6,12,242,4317,7281,9928,10634,10851,10926,10937,10937,162,2015
32483,Boots/Ankle/Allrounder by Mephisto/8006184.365570.jpg,1,4,25,64,260,4726,8138,11299,12131,12401,12481,12492,12492,1634,1182
4283,Shoes/Heels/LifeStride/7424156.9.jpg,2,4,29,75,342,1100,1402,1647,1708,1733,1739,1740,1740,1625,1242
166,Boots/Mid-Calf/Durango/105704.20.jpg,4,1,17,36,56,64,69,71,72,73,74,74,74,348,86
34836,Shoes/Heels/Ralph Lauren Collection/8017308.3.jpg,2,6,24,44,411,2047,7322,11977,12899,13196,13279,13290,13290,1098,1057
9873,Boots/Mid-Calf/Frye/7697136.256521.jpg,4,3,7,8,295,2086,3050,3809,3995,4054,4074,4079,4079,630,2290
33047,Sandals/Flat/Michael Antonio/8009465.934.jpg,3,6,16,21,27,2051,4998,11472,12328,12601,12682,12693,12693,1663,454
35765,Boots/Mid-Calf/Nine West/8020683.328.jpg,4,2,22,60,275,1500,2053,2477,2584,2620,4005,4009,4009,398,313
41681,Boots/Ankle/NO SOX/8046703.820.jpg,1,7,26,51,259,2468,9668,13851,15033,15401,15504,15517,15517,687,1068
19754,Shoes/Flats/KORS Michael Kors Kids/7902505.1901.jpg,5,7,14,35,210,757,907,7310,7744,7893,7935,7942,7942,1250,2163
16899,Shoes/Heels/Anne Klein/7869985.77768.jpg,2,4,29,75,342,1224,1585,5503,5793,5886,5916,5923,5923,592,990
44679,Shoes/Sneakers and Athletic Shoes/Blowfish/8069903.354486.jpg,0,6,27,80,241,487,10101,14605,15887,16285,16395,16408,16408,202,2005
39582,Boots/Mid-Calf/Calvin Klein/8035140.3.jpg,4,0,0,0,525,4629,9339,13268,14376,14718,14815,14828,14828,1126,1499
41301,Boots/Knee High/Franco Sarto/8045168.16835.jpg,7,3,9,49,263,2071,4608,5942,6264,6369,6403,6410,6410,1035,1130
338,Slippers/Slipper Flats/UGG/112305.1279.jpg,10,7,23,45,76,129,138,144,145,150,152,152,152,1699,1090
44635,Shoes/Sneakers and Athletic Shoes/SKECHERS KIDS/8069338.3.jpg,0,1,17,25,365,5552,10092,14595,15877,16273,16383,16396,16396,844,2573
43782,Shoes/Flats/Frye/8061995.247339.jpg,5,3,6,12,23,5502,9984,14378,15626,16008,16114,16127,16127,820,24
36335,Shoes/Flats/Primigi Kids/8022922.106.jpg,5,5,20,82,465,4284,8034,11133,13345,13658,13745,13756,13756,612,283
28472,Shoes/Sneakers and Athletic Shoes/Puma Kids/7989467.355369.jpg,0,5,11,15,148,2464,3662,4627,4857,4930,4953,4959,4959,665,1501
27735,Boots/Ankle/Roxy/7986166.3.jpg,1,6,13,58,138,202,7126,9703,10391,10598,10673,10684,10684,190,2022
32443,Shoes/Oxfords/Robert Clergerie/8005954.60.jpg,8,3,9,34,377,2194,3210,4023,11713,11970,12048,12059,12059,403,2066
37920,Boots/Mid-Calf/Diba/8029185.3.jpg,4,3,7,8,291,781,6502,8743,9338,9527,9596,9607,9607,637,513
37971,Slippers/Slipper Flats/L.B. Evans/8029288.275.jpg,10,7,26,84,328,1361,2926,12844,13879,14205,14296,14309,14309,544,1740
2921,Shoes/Sneakers and Athletic Shoes/inov-8/7310090.139.jpg,0,6,16,42,75,819,990,1131,1168,1186,1190,1190,1190,911,1606
45170,Shoes/Sneakers and Athletic Shoes/SKECHERS Work/8073094.1577.jpg,0,1,4,18,22,1449,1950,2339,2437,13899,13988,14001,14001,579,1797
33782,Sandals/Flat/Diane Von Furstenberg/8013746.367619.jpg,3,3,6,12,23,24,5126,11702,12587,12872,12954,12965,12965,1683,844
2717,Shoes/Loafers/Eastland/7295932.255.jpg,6,3,6,12,14,183,932,1059,1090,1105,1109,1109,1109,590,2436
27081,Boots/Ankle/Palladium Kids/7981416.6452.jpg,1,7,14,19,165,4151,6971,9483,10140,10344,10418,10429,10429,849,1061
34545,Shoes/Loafers/Bella-Vita/8016230.368452.jpg,6,4,25,47,182,2799,4273,5467,5754,5845,5874,5881,5881,1512,430
42288,Shoes/Heels/Nine West/8051122.594.jpg,2,6,16,48,81,889,2648,8211,8756,8931,8993,9004,9004,942,1496
44629,Shoes/Sneakers and Athletic Shoes/Mizuno/8069170.387774.jpg,0,7,14,19,98,5239,9337,14592,15874,16270,16380,16393,16393,696,1866
17200,Shoes/Sneakers and Athletic Shoes/ASICS Kids/7875448.319025.jpg,0,7,14,19,165,1382,3589,6347,6874,6998,7036,7043,7043,986,487
48026,Sandals/Flat/FitFlop/8102654.290052.jpg,3,6,16,48,252,2845,4343,15228,16584,17004,17120,17134,17134,1080,912
28006,Boots/Ankle/Merrell/7987319.524.jpg,1,6,27,80,241,2192,3207,9789,10482,10693,10768,10779,10779,543,619
17987,Boots/Mid-Calf/Stetson/7883542.323168.jpg,4,3,7,8,184,2049,2989,6697,7088,7217,7257,7264,7264,748,1228
31335,Boots/Knee High/Cole Haan/8000929.7686.jpg,7,6,27,59,222,2671,7894,10913,11708,11965,12043,12054,12054,1125,2491
25424,Shoes/Flats/Vaneli/7975631.355195.jpg,5,3,9,13,15,578,676,756,779,790,793,793,793,1405,2413
20219,Boots/Mid-Calf/Timberland PRO/7909568.6.jpg,4,1,1,1,107,1184,1525,7462,7907,8059,8103,8110,8110,1813,1184
4976,Shoes/Sneakers and Athletic Shoes/Timberland Kids/7493239.246097.jpg,0,1,1,1,147,1252,1635,1938,2012,2040,2048,2049,2049,629,1065
30388,Shoes/Flats/Naot Footwear/7997973.328155.jpg,5,3,9,49,263,2001,2919,3636,11357,11591,11669,11680,11680,1035,1130
47275,Shoes/Heels/Caparros/8090414.273623.jpg,2,2,5,6,244,1232,10463,15244,16603,17024,17140,17154,17154,95,1465
26348,Shoes/Heels/Stuart Weitzman Bridal & Evening Collection/7978045.99.jpg,2,4,15,46,220,2478,6840,9297,9929,10129,10203,10214,10214,553,1166
30711,Shoes/Heels/BCBGeneration/7999026.363609.jpg,2,6,16,48,81,154,166,1915,11484,11731,11809,11820,11820,1363,1413
3334,Boots/Mid-Calf/Kamik/7346150.3.jpg,4,6,13,58,111,900,1112,1291,1333,1356,1361,1362,1362,959,791
32927,Shoes/Oxfords/Stuart Weitzman for The Cool People/8008944.106.jpg,8,2,5,23,44,4757,8214,11431,12286,12559,12639,12650,12650,636,1869
33704,Shoes/Sneakers and Athletic Shoes/Nike/8013575.367508.jpg,0,6,16,42,69,1711,2417,2971,3107,3153,3171,3173,3173,953,320
1083,Shoes/Sneakers and Athletic Shoes/Onitsuka Tiger by Asics/7165606.110009.jpg,0,4,15,22,79,373,418,462,474,480,482,482,482,353,2419
36143,Shoes/Firstwalker/Twig Kids/8022184.401.jpg,12,0,18,86,318,2363,4044,5150,5416,5498,5527,5534,5534,425,1272
36873,Boots/Ankle/El Naturalista/8024630.24543.jpg,1,3,9,49,263,2071,5572,12205,13154,13463,13548,13559,13559,1035,1130
14001,Shoes/Oxfords/Stride Rite/7814459.3.jpg,8,0,18,26,256,2383,3495,5343,5617,5704,5733,5740,5740,407,2039
11446,Shoes/Sneakers and Athletic Shoes/Superga/7750481.385.jpg,0,6,27,80,241,487,564,625,4642,4711,4733,4739,4739,202,2005
38548,Boots/Ankle/Mezlan/8030780.2247.jpg,1,0,31,78,362,1231,7465,10881,14051,14385,14478,14491,14491,1220,1979
7388,Shoes/Sneakers and Athletic Shoes/Vans Kids/7607998.385241.jpg,0,5,11,15,148,1652,2311,2817,2941,2982,2996,2998,2998,1168,2241
7167,Shoes/Sneakers and Athletic Shoes/adidas Originals/7600107.97852.jpg,0,3,6,24,30,1613,2252,2726,2847,2888,2902,2903,2903,390,495
13138,Shoes/Oxfords/Jumping Jacks Kids/7797612.72.jpg,8,0,8,30,271,662,3935,5003,5257,5338,5365,5371,5371,163,1634
30234,Boots/Ankle/Florsheim/7996985.109326.jpg,1,1,17,25,117,2292,6204,8246,8795,8970,9032,9043,9043,1339,2282
