,path,class,image_id,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_15,label_gran_20,label_gran_25,label_gran_30,label_gran_50,label_gran_70,label_gran_100,label_gran_150,label_gran_200,label_gran_300
332,007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg,7,333,4,29,32,285,1677,2442,366,3305,4372,1109,5246,5489,2395,1374
333,007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg,7,334,7,13,59,293,594,567,2838,4975,5687,3875,4359,1739,5857,3834
334,007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg,7,335,7,22,79,716,1091,3419,39,2358,80,461,5817,3603,5516,4295
335,007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg,7,336,1,12,60,26,1885,798,453,912,1779,417,2620,13,3615,2419
337,007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg,7,338,1,12,19,711,1533,1943,2551,1816,1792,357,4898,3043,5955,3945
338,007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg,7,339,0,21,31,266,1814,1686,1077,1593,5357,3358,4787,699,1258,5124
340,007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg,7,341,7,13,59,293,594,567,4924,350,710,3391,5693,4052,1625,2665
341,007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg,7,342,7,22,79,716,2263,3315,3543,238,2019,1545,1497,4586,5002,3309
344,007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,7,345,7,22,16,69,1650,42,2265,1824,2532,943,5342,4636,1566,2021
346,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,7,347,2,19,120,654,2020,2307,4498,4961,5693,4985,3236,1034,5825,5957
348,007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg,7,349,7,22,16,69,855,1765,3411,1647,3191,3449,56,5855,4783,1146
352,007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg,7,353,0,21,31,266,1814,3407,3634,3165,62,4380,1976,5490,3121,5916
354,007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg,7,355,0,21,94,50,283,2865,4197,3410,562,2784,2535,544,4394,5126
357,007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg,7,358,7,22,79,716,624,1446,4747,4755,3409,3518,5287,5699,3350,5727
358,007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg,7,359,0,21,83,40,1989,3182,1573,3793,390,2145,4411,2571,1444,2978
360,007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg,7,361,7,22,58,134,1252,1785,3636,304,913,3475,2844,2666,4229,241
361,007.Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg,7,362,7,22,119,168,1413,3684,1000,5147,699,4828,5057,2585,5374,3546
363,007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg,7,364,7,22,119,168,458,4184,447,4789,3760,1048,2234,1012,543,887
365,007.Parakeet_Auklet/Parakeet_Auklet_0003_795982.jpg,7,366,0,21,94,50,283,2685,2085,1812,1561,665,992,4573,2681,285
366,007.Parakeet_Auklet/Parakeet_Auklet_0032_795986.jpg,7,367,7,22,16,481,321,3144,86,2812,5811,1670,1136,4596,2449,1539
367,007.Parakeet_Auklet/Parakeet_Auklet_0019_795987.jpg,7,368,2,19,108,355,26,1521,1101,2008,4147,5521,5728,5416,2225,942
373,007.Parakeet_Auklet/Parakeet_Auklet_0076_796001.jpg,7,374,2,19,120,654,376,3245,3153,34,5393,1253,1729,5726,1864,3207
374,007.Parakeet_Auklet/Parakeet_Auklet_0078_2004.jpg,7,375,0,21,118,522,664,3432,2185,998,283,1245,1785,2519,2673,3670
375,007.Parakeet_Auklet/Parakeet_Auklet_0024_2045.jpg,7,376,7,22,16,69,2066,140,5003,2834,4430,463,717,4273,4911,4876
376,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,8,377,7,13,97,542,1728,223,657,2497,3611,1122,4201,5443,452,1067
377,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,8,378,2,19,113,641,1317,2233,396,4930,1442,5489,4499,2122,4202,5106
378,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg,8,379,1,12,60,574,456,2411,4253,5383,1554,852,5666,5587,3008,127
379,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,8,380,4,0,24,511,2001,530,3494,4909,1797,1635,5133,1161,2049,111
384,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg,8,385,1,12,19,696,2179,744,3964,4049,1222,3381,701,1803,5438,3872
387,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,8,388,2,19,105,36,2338,53,384,526,417,5024,1942,4167,2598,5381
389,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg,8,390,7,13,25,65,97,3926,3278,786,395,290,1331,1345,5338,4715
391,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0006_797512.jpg,8,392,1,20,51,517,1198,2683,2195,5545,4518,5787,1659,5105,978,683
392,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg,8,393,1,17,124,684,1566,4007,3190,4770,1241,2388,450,4963,5739,4302
394,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg,8,395,2,19,113,10,390,1067,2064,5384,1906,2094,9,1446,3449,2309
395,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg,8,396,7,22,16,481,1957,3416,812,2352,2976,5434,4189,893,4664,4232
396,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,8,397,7,6,8,264,995,3845,917,325,3391,2552,2975,4669,230,1788
397,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0026_797519.jpg,8,398,2,19,120,13,1080,1771,4374,644,4218,2105,1849,3537,1841,1896
398,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0029_797520.jpg,8,399,7,13,25,683,1381,1979,523,430,13,5018,1400,4078,3235,904
399,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg,8,400,7,13,97,542,1557,237,5,761,5769,4427,5158,4692,214,3811
400,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0014_797522.jpg,8,401,7,22,16,481,321,1572,1193,1300,1968,4701,4951,4456,1803,4387
401,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0024_797529.jpg,8,402,2,19,113,641,1317,2065,637,406,3642,5588,982,5226,3359,1364
402,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0011_797530.jpg,8,403,2,1,40,612,1486,3189,3018,5560,1174,60,4413,4245,3670,4106
403,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg,8,404,7,13,97,542,1488,2457,2425,2888,4550,5060,2540,4872,2830,3383
405,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0050_797534.jpg,8,406,1,12,53,45,1975,943,4623,3467,5605,5676,2064,5727,3673,738
408,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0013_797537.jpg,8,409,7,22,16,481,321,655,3118,3615,5778,656,2283,3068,5501,1100
410,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0009_797539.jpg,8,411,2,18,77,203,201,1896,4229,1106,1903,5893,790,1302,2672,5142
412,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg,8,413,7,13,97,542,1488,2457,2425,2888,4550,5060,2540,3020,2293,5708
413,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg,8,414,1,12,64,712,1559,1159,3754,5482,5027,3904,2917,3420,5619,1369
414,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,8,415,1,12,53,58,173,209,2580,599,4758,5080,643,2383,242,2189
415,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0017_2155.jpg,8,416,7,13,97,542,1488,2457,2425,2888,4550,5060,2540,4872,120,2295
416,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,8,417,7,22,16,689,1133,2486,182,2698,1130,4704,4463,733,5651,1997
417,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0012_2161.jpg,8,418,2,19,105,647,921,1591,3260,4829,1342,4923,2099,1982,80,4004
420,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0033_2169.jpg,8,421,7,13,97,542,261,78,2190,1868,2202,965,5943,5531,1349,2199
422,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0005_2111.jpg,8,423,0,14,7,15,1199,3871,3203,4007,1096,4623,2069,1424,4764,66
425,009.Brewer_Blackbird/Brewer_Blackbird_0139_2567.jpg,9,426,5,8,68,234,370,1005,749,3705,733,2591,5691,5270,4481,404
426,009.Brewer_Blackbird/Brewer_Blackbird_0140_2586.jpg,9,427,4,3,41,253,1705,2060,41,671,771,5480,1246,235,1529,371
427,009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,9,428,5,30,12,432,203,1952,4601,5288,4038,5115,5190,2750,959,5777
428,009.Brewer_Blackbird/Brewer_Blackbird_0135_2607.jpg,9,429,5,30,12,238,1897,871,725,3201,952,358,3797,2311,4230,5614
430,009.Brewer_Blackbird/Brewer_Blackbird_0095_2610.jpg,9,431,1,12,60,180,21,1279,4930,2479,4392,3024,4346,1720,2211,5674
431,009.Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg,9,432,1,12,60,180,21,2586,1742,2230,900,3960,4338,4752,1087,5167
432,009.Brewer_Blackbird/Brewer_Blackbird_0111_2613.jpg,9,433,2,31,121,474,756,1038,3982,2239,970,1137,2944,2967,1571,876
435,009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,9,436,4,15,18,442,256,4174,4348,875,3047,4390,403,1685,1957,5471
436,009.Brewer_Blackbird/Brewer_Blackbird_0026_2625.jpg,9,437,0,10,88,279,1574,742,2372,909,2591,1802,3601,2507,4110,5482
440,009.Brewer_Blackbird/Brewer_Blackbird_0142_2636.jpg,9,441,1,20,51,517,1198,21,1630,4051,1724,2529,1220,408,979,2509
443,009.Brewer_Blackbird/Brewer_Blackbird_0078_2659.jpg,9,444,1,12,53,506,328,1580,4929,5477,5681,4832,4578,2004,4476,733
445,009.Brewer_Blackbird/Brewer_Blackbird_0014_2679.jpg,9,446,2,1,40,366,1068,268,3204,1112,2391,4239,4415,4165,632,5442
451,009.Brewer_Blackbird/Brewer_Blackbird_0032_2214.jpg,9,452,7,28,28,91,765,995,210,171,3862,5415,2950,915,81,4535
455,009.Brewer_Blackbird/Brewer_Blackbird_0109_2232.jpg,9,456,4,15,18,543,126,3711,2568,109,812,2716,1519,1426,4306,1233
459,009.Brewer_Blackbird/Brewer_Blackbird_0018_2261.jpg,9,460,1,20,51,517,1198,21,1630,5099,5234,910,935,23,2925,4212
460,009.Brewer_Blackbird/Brewer_Blackbird_0030_2268.jpg,9,461,0,14,7,6,1265,3140,1546,1301,3696,2796,5522,1349,3632,1468
463,009.Brewer_Blackbird/Brewer_Blackbird_0103_2273.jpg,9,464,5,8,90,153,2235,2138,3378,799,130,2794,5423,171,3614,1828
464,009.Brewer_Blackbird/Brewer_Blackbird_0074_2277.jpg,9,465,7,28,85,216,1881,711,3933,4296,5058,759,4558,1796,4287,1640
465,009.Brewer_Blackbird/Brewer_Blackbird_0002_2278.jpg,9,466,1,20,51,517,1198,21,1630,4051,1724,2529,1220,1334,283,4392
466,009.Brewer_Blackbird/Brewer_Blackbird_0115_2279.jpg,9,467,1,20,51,313,1993,310,2726,5618,5484,4640,4747,3622,4197,499
468,009.Brewer_Blackbird/Brewer_Blackbird_0131_2289.jpg,9,469,0,14,98,508,1022,3278,5216,4892,109,3762,675,3333,1843,960
469,009.Brewer_Blackbird/Brewer_Blackbird_0064_2290.jpg,9,470,2,19,113,641,1724,3077,2309,35,3872,4533,3145,4292,5645,1438
470,009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,9,471,6,2,35,550,1345,3697,4009,2333,5465,4092,4945,3626,3713,3092
473,009.Brewer_Blackbird/Brewer_Blackbird_0045_2303.jpg,9,474,4,0,24,354,216,3861,3325,893,5467,2486,2053,2348,4642,5323
475,009.Brewer_Blackbird/Brewer_Blackbird_0097_2322.jpg,9,476,1,12,19,696,1719,3639,4661,3807,4007,1396,1369,3000,740,203
476,009.Brewer_Blackbird/Brewer_Blackbird_0133_2324.jpg,9,477,1,17,48,224,721,3146,1260,5317,2636,2186,2483,3398,4717,5587
477,009.Brewer_Blackbird/Brewer_Blackbird_0070_2325.jpg,9,478,2,31,100,476,617,3318,2885,3294,5708,272,410,4220,2029,4908
478,009.Brewer_Blackbird/Brewer_Blackbird_0116_2327.jpg,9,479,1,20,51,517,1198,21,1630,5099,5234,910,935,2904,4922,4618
480,009.Brewer_Blackbird/Brewer_Blackbird_0112_2340.jpg,9,481,4,29,82,691,621,1722,4956,3709,2167,1698,467,4638,3493,1837
481,009.Brewer_Blackbird/Brewer_Blackbird_0079_2343.jpg,9,482,1,12,53,58,570,1470,1210,1104,3497,2530,2965,2520,5927,340
483,010.Red_winged_Blackbird/Red_Winged_Blackbird_0091_4096.jpg,10,484,4,3,41,775,249,3586,4146,5439,4099,5476,5633,2231,2732,3408
484,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,10,485,4,29,32,493,2348,1833,2963,2357,1711,2326,4235,1165,4454,5356
485,010.Red_winged_Blackbird/Red_Winged_Blackbird_0054_4625.jpg,10,486,4,3,69,500,866,1936,1617,5294,5529,1703,100,1726,2018,55
488,010.Red_winged_Blackbird/Red_Winged_Blackbird_0079_4527.jpg,10,489,4,0,24,511,1507,389,1332,5037,1217,2846,1782,5774,3047,1865
489,010.Red_winged_Blackbird/Red_Winged_Blackbird_0075_4953.jpg,10,490,0,21,31,462,546,2593,3959,4886,4622,4547,4725,477,276,3752
490,010.Red_winged_Blackbird/Red_Winged_Blackbird_0005_5636.jpg,10,491,4,15,18,489,1843,2846,417,4251,2984,605,5654,5933,337,697
494,010.Red_winged_Blackbird/Red_Winged_Blackbird_0049_5598.jpg,10,495,4,15,18,442,256,4174,3359,415,4947,1037,4237,2194,523,3743
495,010.Red_winged_Blackbird/Red_Winged_Blackbird_0023_5257.jpg,10,496,3,9,112,332,381,407,558,2145,3192,3119,1543,3134,4245,2846
496,010.Red_winged_Blackbird/Red_Winged_Blackbird_0093_5948.jpg,10,497,4,3,41,253,1705,2060,2860,4938,2563,2338,2051,2334,1940,1991
499,010.Red_winged_Blackbird/Red_Winged_Blackbird_0060_4688.jpg,10,500,0,26,106,401,777,2447,2054,5072,463,2928,2205,4173,4384,1294
501,010.Red_winged_Blackbird/Red_Winged_Blackbird_0061_4196.jpg,10,502,4,3,41,253,1705,2060,2860,4938,5473,3604,3817,708,1241,3292
503,010.Red_winged_Blackbird/Red_Winged_Blackbird_0101_6244.jpg,10,504,4,15,18,442,256,4174,2800,3540,3643,4865,5716,5413,2808,1303
504,010.Red_winged_Blackbird/Red_Winged_Blackbird_0028_4709.jpg,10,505,4,29,32,129,153,2200,2536,1541,2163,4468,5916,5338,69,2502
506,010.Red_winged_Blackbird/Red_Winged_Blackbird_0001_3695.jpg,10,507,0,14,7,15,1199,536,4839,4586,4050,2342,2285,1005,3966,3232
510,010.Red_winged_Blackbird/Red_Winged_Blackbird_0012_6015.jpg,10,511,4,15,18,543,126,3711,1545,251,901,2133,5179,3396,1376,2920
514,010.Red_winged_Blackbird/Red_Winged_Blackbird_0046_4242.jpg,10,515,1,12,53,58,173,209,3019,801,4026,3461,3977,5010,5605,450
517,010.Red_winged_Blackbird/Red_Winged_Blackbird_0032_4004.jpg,10,518,1,20,51,517,1198,21,1700,3696,999,3927,4345,4321,3824,4246
519,010.Red_winged_Blackbird/Red_Winged_Blackbird_0040_4522.jpg,10,520,1,11,84,774,678,1356,1691,897,5285,1230,863,5055,5233,2702
522,010.Red_winged_Blackbird/Red_Winged_Blackbird_0014_3761.jpg,10,523,3,9,112,212,2079,4089,1512,2011,5881,2028,1512,2395,4891,222
523,010.Red_winged_Blackbird/Red_Winged_Blackbird_0021_3767.jpg,10,524,1,20,51,313,1993,1799,1288,3354,4924,2603,1431,4670,1284,518
526,010.Red_winged_Blackbird/Red_Winged_Blackbird_0081_6081.jpg,10,527,1,20,51,313,1993,2243,164,1979,53,1606,1520,720,380,4544
528,010.Red_winged_Blackbird/Red_Winged_Blackbird_0052_5575.jpg,10,529,3,23,4,128,136,1153,1283,3850,5079,5632,1692,2325,5668,3637
529,010.Red_winged_Blackbird/Red_Winged_Blackbird_0096_5019.jpg,10,530,4,29,32,493,163,2128,2655,486,805,42,112,4688,4613,2192
530,010.Red_winged_Blackbird/Red_Winged_Blackbird_0066_5070.jpg,10,531,4,0,24,21,1106,1028,1948,4711,5464,1777,2352,3766,4414,2581
532,010.Red_winged_Blackbird/Red_Winged_Blackbird_0020_4050.jpg,10,533,4,29,32,129,1193,2542,3891,2782,5347,892,3088,3654,94,4069
534,010.Red_winged_Blackbird/Red_Winged_Blackbird_0085_5846.jpg,10,535,0,10,89,490,1536,3959,2279,4873,4674,1429,689,1,612,3460
536,010.Red_winged_Blackbird/Red_Winged_Blackbird_0025_5342.jpg,10,537,4,29,32,129,1193,2542,3891,3530,3456,1473,1970,3284,5109,944
538,010.Red_winged_Blackbird/Red_Winged_Blackbird_0105_4842.jpg,10,539,4,3,41,775,249,291,3490,1373,1019,2033,3428,914,3812,5918
540,010.Red_winged_Blackbird/Red_Winged_Blackbird_0044_5621.jpg,10,541,4,3,41,253,1705,2060,472,4661,1083,4633,1841,2140,1867,4581
541,010.Red_winged_Blackbird/Red_Winged_Blackbird_0055_4345.jpg,10,542,4,29,82,691,619,2686,1248,1146,1365,1235,1139,3659,1970,2960
543,011.Rusty_Blackbird/Rusty_Blackbird_0086_6658.jpg,11,544,3,9,112,212,1011,2090,1962,2216,2994,1479,1597,1214,5056,2548
544,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,11,545,0,14,43,504,1310,634,428,2260,406,2026,4860,1734,5795,2375
546,011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg,11,547,1,20,51,313,1146,1975,3058,2000,2376,2557,5145,5481,5016,5496
548,011.Rusty_Blackbird/Rusty_Blackbird_0016_6684.jpg,11,549,6,7,80,145,1761,2604,3915,5114,680,1961,3384,4143,2012,4663
551,011.Rusty_Blackbird/Rusty_Blackbird_0091_6695.jpg,11,552,5,27,15,11,2319,2681,4528,2852,3340,4231,2117,5563,4651,2202
553,011.Rusty_Blackbird/Rusty_Blackbird_0031_6699.jpg,11,554,0,10,88,279,1574,3135,3604,1777,3639,288,2346,2963,3254,3976
554,011.Rusty_Blackbird/Rusty_Blackbird_0019_6704.jpg,11,555,5,5,67,679,317,1256,197,4196,1865,4477,443,4425,3384,5090
556,011.Rusty_Blackbird/Rusty_Blackbird_0085_6713.jpg,11,557,6,2,10,625,68,2324,3261,3146,3200,727,2460,4779,664,819
558,011.Rusty_Blackbird/Rusty_Blackbird_0076_6716.jpg,11,559,0,21,31,650,62,75,2318,1631,5250,5592,1419,399,5725,5290
560,011.Rusty_Blackbird/Rusty_Blackbird_0087_6727.jpg,11,561,5,5,67,679,317,3236,4148,3922,440,1979,3275,3408,1257,4566
561,011.Rusty_Blackbird/Rusty_Blackbird_0122_6736.jpg,11,562,4,29,82,595,1726,2079,3534,2120,600,1977,3309,1201,2575,3993
563,011.Rusty_Blackbird/Rusty_Blackbird_0073_6744.jpg,11,564,1,12,60,180,21,2586,2213,5607,5280,4910,2001,617,3289,5823
565,011.Rusty_Blackbird/Rusty_Blackbird_0023_6752.jpg,11,566,0,14,7,6,443,3493,3704,2692,834,2464,1833,3978,2121,816
567,011.Rusty_Blackbird/Rusty_Blackbird_0017_6755.jpg,11,568,0,21,83,5,1692,1100,2267,2767,585,4588,35,865,3855,516
569,011.Rusty_Blackbird/Rusty_Blackbird_0114_6760.jpg,11,570,4,3,41,253,1705,2060,41,671,771,373,3249,308,2739,3486
573,011.Rusty_Blackbird/Rusty_Blackbird_0011_7028.jpg,11,574,5,27,27,385,1502,2863,4531,3306,5744,1829,4984,3082,3611,552
574,011.Rusty_Blackbird/Rusty_Blackbird_0102_6590.jpg,11,575,0,14,7,6,443,434,3522,3487,3027,3647,1913,2341,731,2387
575,011.Rusty_Blackbird/Rusty_Blackbird_0006_6633.jpg,11,576,3,9,112,212,1011,2090,1962,2068,205,4319,3931,1905,2823,2753
576,011.Rusty_Blackbird/Rusty_Blackbird_0001_6548.jpg,11,577,5,27,15,611,712,451,589,4482,1393,3144,2465,2079,3369,2907
580,011.Rusty_Blackbird/Rusty_Blackbird_0036_6550.jpg,11,581,4,3,78,699,830,4168,3739,4924,402,4932,1269,28,5937,4919
586,011.Rusty_Blackbird/Rusty_Blackbird_0107_6839.jpg,11,587,3,9,112,332,140,1316,1468,2328,3421,5687,4869,3037,4009,1693
587,011.Rusty_Blackbird/Rusty_Blackbird_0074_6585.jpg,11,588,6,2,33,39,1790,17,2985,1346,1080,4542,5124,1381,1641,1550
590,011.Rusty_Blackbird/Rusty_Blackbird_0009_6853.jpg,11,591,4,15,18,151,2232,3619,434,2388,875,794,1089,2486,2429,5399
592,011.Rusty_Blackbird/Rusty_Blackbird_0108_6867.jpg,11,593,2,31,121,680,272,3435,2115,1147,2924,2908,5947,1810,616,1143
594,011.Rusty_Blackbird/Rusty_Blackbird_0033_6879.jpg,11,595,5,8,90,718,2301,452,339,2906,4570,721,4643,5730,3301,2544
595,011.Rusty_Blackbird/Rusty_Blackbird_0101_6880.jpg,11,596,0,21,118,724,560,370,2138,3233,2359,187,2640,1366,4807,1624
597,011.Rusty_Blackbird/Rusty_Blackbird_0048_6632.jpg,11,598,5,30,12,655,1112,2821,1172,5598,4153,4014,3990,3084,3940,4788
598,011.Rusty_Blackbird/Rusty_Blackbird_0093_6628.jpg,11,599,7,6,8,264,928,176,949,395,5087,2442,1280,3004,2316,5340
599,011.Rusty_Blackbird/Rusty_Blackbird_0121_6637.jpg,11,600,4,15,18,543,126,3711,2568,4965,3266,3841,1514,1732,4077,5835
600,011.Rusty_Blackbird/Rusty_Blackbird_0032_6611.jpg,11,601,4,15,18,442,447,1014,2756,4582,2212,1740,2102,1245,675,1107
604,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg,12,605,4,15,18,543,126,2122,3355,2649,3119,1556,5419,2862,1919,1025
605,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,12,606,4,15,61,193,244,1863,3996,3799,5224,2559,2068,219,729,1810
606,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0095_8458.jpg,12,607,2,19,120,503,1811,3211,4437,2296,1945,922,5332,1157,3779,3218
610,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0086_8487.jpg,12,611,4,15,61,423,127,3849,672,42,3947,2809,957,5410,1409,65
611,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0057_8236.jpg,12,612,1,20,51,313,1993,376,1754,5028,346,3916,961,4062,5737,3120
612,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.jpg,12,613,7,13,59,131,2252,3154,2383,2398,5568,2876,2318,730,5373,4675
613,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg,12,614,7,22,16,689,299,3961,5236,934,2939,1274,3986,4850,2824,1926
616,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0017_8511.jpg,12,617,4,15,61,423,127,2490,2713,2225,887,851,5151,333,5167,3523
618,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0025_8262.jpg,12,619,5,5,67,679,1503,790,3750,351,2647,121,754,422,354,4647
619,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0041_8264.jpg,12,620,5,5,67,679,1503,790,1262,4419,1326,4103,2426,5895,3116,469
620,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0018_8588.jpg,12,621,4,15,61,193,1177,292,3365,4078,5538,390,5073,4652,2546,563
624,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0040_7514.jpg,12,625,2,19,105,36,1621,4075,2117,5245,1081,619,5445,128,4577,514
625,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0026_8545.jpg,12,626,5,27,27,385,562,4160,3990,1049,1800,3332,480,1485,2985,3191
627,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg,12,628,5,5,38,200,224,334,718,1803,5470,5069,2341,5268,4144,1254
628,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0091_8555.jpg,12,629,1,20,23,192,1147,580,1510,1508,4803,2950,2057,412,5330,806
629,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0083_8300.jpg,12,630,0,14,7,62,1305,668,935,3995,1436,306,2137,5876,2397,3453
630,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0062_8310.jpg,12,631,2,31,26,653,1003,3562,1211,3594,4022,3134,3921,2689,5777,5084
632,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,12,633,2,19,120,13,384,2477,877,2742,5885,5010,5015,5791,960,5525
634,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.jpg,12,635,7,6,8,264,995,2003,1138,5188,4779,933,5277,4680,2727,4565
635,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0003_8337.jpg,12,636,3,9,112,212,1011,2282,439,2481,809,4708,2895,2021,762,5347
638,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0058_8350.jpg,12,639,0,10,116,705,1130,898,3264,543,3507,5356,5293,4053,3385,4765
640,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,12,641,0,26,44,170,1447,2352,4621,2769,663,3054,735,930,4571,3970
641,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0038_8689.jpg,12,642,4,15,18,442,447,3054,4570,5095,4804,5313,80,3644,1043,2152
644,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0007_8366.jpg,12,645,2,1,40,281,1873,967,2517,3113,1584,5083,5864,2535,5722,4216
646,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0072_8606.jpg,12,647,5,5,67,679,1503,1427,2159,3267,5660,4418,851,5585,4024,4740
647,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0051_8387.jpg,12,648,1,20,51,517,1198,2683,1667,1612,5373,3414,2185,1097,1439,1307
651,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0056_8455.jpg,12,652,4,15,18,442,256,2613,759,5539,4041,1682,2655,134,659,5829
652,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg,12,653,7,22,79,629,1758,1894,1669,5524,864,5361,3198,3047,4487,5093
654,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0084_8435.jpg,12,655,3,9,95,194,2344,1408,5142,2682,5698,1464,1557,1297,4139,2964
656,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg,12,657,4,15,61,193,244,2543,1926,3327,5790,2160,618,4085,836,3027
659,013.Bobolink/Bobolink_0107_10252.jpg,13,660,4,15,18,442,447,2326,1343,3282,4194,2898,5061,1083,3531,4920
661,013.Bobolink/Bobolink_0104_10273.jpg,13,662,1,20,51,313,1993,2243,1052,2902,990,2779,1714,5941,5527,3650
662,013.Bobolink/Bobolink_0001_9261.jpg,13,663,4,15,18,442,256,2624,1783,2922,3968,4363,1142,3057,1923,5397
