,label_gran_14,label_gran_13,label_gran_12,label_gran_11,label_gran_10,label_gran_9,label_gran_8,label_gran_7,label_gran_6,label_gran_5,label_gran_4,label_gran_3,label_gran_2,label_gran_1,label_gran_0,class,path
200,22292,11147,5574,2788,1395,698,350,176,89,45,23,12,7,5,4,4,Boots/Mid-Calf/UGG Kids/7972781.165731.jpg
201,18863,9432,4716,2359,1180,590,295,149,75,38,19,10,6,4,3,3,Sandals/Flat/Burberry/7980145.189.jpg
202,20334,10168,5084,2543,1272,636,318,160,81,41,21,11,6,4,3,3,Sandals/Flat/OluKai/7911915.44016.jpg
203,8656,4328,2164,1082,541,270,135,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/7673191.1909.jpg
204,10933,5466,2733,1367,683,341,171,86,43,21,10,5,3,2,1,1,Boots/Ankle/Enzo Angiolini/8081421.106.jpg
205,14552,7276,3638,1819,910,455,228,115,58,29,15,8,5,3,2,2,Shoes/Heels/Badgley Mischka/7845939.1402.jpg
206,23740,11871,5936,2969,1486,743,372,187,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Keen Utility/7822560.3.jpg
207,12379,6189,3095,1548,774,387,194,97,49,24,12,6,3,2,1,1,Boots/Ankle/Loeffler Randall/8005189.580.jpg
208,9456,4728,2364,1182,591,295,148,74,37,18,9,5,3,2,1,1,Boots/Ankle/Rockport/7996682.284.jpg
209,21161,10582,5291,2647,1325,663,332,167,85,43,22,12,7,5,4,4,Boots/Mid-Calf/Frye/8003486.263301.jpg
210,4186,2093,1046,523,261,130,65,32,16,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS Work/7568132.112557.jpg
211,21503,10753,5377,2690,1346,673,337,170,86,43,22,12,7,5,4,4,Boots/Mid-Calf/Dr. Martens/8004397.398343.jpg
212,34274,17141,8572,4289,2147,1076,540,272,138,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sperry Top-Sider/8051982.3412.jpg
213,1743,871,435,217,108,54,27,13,6,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Osiris/7415747.373270.jpg
214,9482,4741,2371,1186,593,296,148,74,37,18,9,5,3,2,1,1,Boots/Ankle/Tommy Hilfiger/8122111.401.jpg
215,25191,12597,6299,3151,1577,789,396,199,101,51,26,14,8,6,5,5,Shoes/Flats/Alexander McQueen/8024797.3.jpg
216,27263,13633,6817,3410,1707,854,429,216,109,56,29,16,9,7,6,6,Shoes/Loafers/Donald J Pliner/7772301.106.jpg
217,24127,12065,6033,3018,1510,755,378,190,96,48,24,13,7,5,4,4,Boots/Mid-Calf/Martino/8071366.5319.jpg
218,30293,15149,7575,3789,1897,949,476,239,121,62,32,17,10,8,7,7,Boots/Knee High/Lucky Brand/8048193.859.jpg
219,3250,1625,812,406,203,101,50,25,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7993076.3.jpg
220,24160,12081,6041,3022,1512,756,379,191,97,49,25,13,7,5,4,4,Boots/Mid-Calf/EMU Australia Kids/7742661.329564.jpg
221,31724,15865,7933,3968,1986,994,499,251,127,65,34,18,11,9,8,8,Shoes/Oxfords/Fratelli/7251101.18.jpg
222,3122,1561,780,390,195,97,48,24,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Stride Rite/8080834.182785.jpg
223,6021,3010,1505,752,376,188,94,47,23,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Salvatore Ferragamo/8057237.49836.jpg
224,16305,8153,4077,2039,1020,510,255,128,65,33,17,9,5,3,2,2,Shoes/Heels/Jessica Simpson/8082347.89.jpg
225,14256,7128,3564,1782,891,446,223,112,57,29,15,8,5,3,2,2,Shoes/Heels/Calvin Klein/8116572.404612.jpg
226,30926,15466,7734,3869,1937,970,487,245,124,63,33,18,11,9,8,8,Shoes/Oxfords/Elephantito/8009110.18.jpg
227,12876,6438,3219,1610,805,402,201,101,51,25,12,6,3,2,1,1,Boots/Ankle/Primigi Kids/8030668.3.jpg
228,12914,6457,3229,1615,807,403,202,101,51,25,12,6,3,2,1,1,Boots/Ankle/John Varvatos/8077313.126124.jpg
229,17592,8797,4399,2200,1101,551,276,139,70,35,18,10,6,4,3,3,Sandals/Flat/Grazie/8048647.632.jpg
230,23863,11933,5967,2985,1494,747,374,188,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Superfit/7827424.365357.jpg
231,12544,6272,3136,1568,784,392,196,98,49,24,12,6,3,2,1,1,Boots/Ankle/Nine West/8076551.328.jpg
232,28087,14045,7023,3513,1758,879,441,222,112,57,29,16,9,7,6,6,Shoes/Loafers/Mephisto/7836613.390144.jpg
233,10527,5263,2632,1316,658,329,165,83,42,21,10,5,3,2,1,1,Boots/Ankle/GUESS Kids'/8011288.1148.jpg
234,21977,10990,5495,2749,1376,688,345,174,88,44,22,12,7,5,4,4,Boots/Mid-Calf/Primigi Kids/8024419.3.jpg
235,33558,16783,8393,4199,2102,1053,529,266,134,68,36,20,13,11,10,10,Slippers/Slipper Flats/UGG Kids/8032551.9418.jpg
236,33644,16826,8414,4210,2108,1056,530,267,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/Sorel Kids/7551926.331397.jpg
237,3861,1930,965,482,241,120,60,30,15,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Roxy/8089927.20.jpg
238,26535,13269,6635,3319,1661,831,417,210,106,54,28,15,8,6,5,5,Shoes/Flats/LAUREN Ralph Lauren/8055291.381320.jpg
239,1960,980,490,245,122,61,30,15,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7976571.355763.jpg
240,12287,6143,3072,1536,768,384,192,96,48,24,12,6,3,2,1,1,Boots/Ankle/Lugz/8003873.364992.jpg
241,18076,9039,4520,2261,1131,566,283,143,72,36,18,10,6,4,3,3,Sandals/Flat/Birkenstock/7502010.9926.jpg
242,25972,12987,6494,3248,1625,813,408,205,104,53,27,14,8,6,5,5,Shoes/Flats/Merrell/8075498.3.jpg
243,5681,2840,1420,710,355,177,88,44,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Patagonia/7631896.358106.jpg
244,28982,14493,7247,3625,1814,907,455,229,116,59,30,16,9,7,6,6,Shoes/Loafers/Bogs/8003149.307.jpg
245,13445,6723,3362,1681,841,421,211,106,54,27,14,8,5,3,2,2,Shoes/Heels/Michael Antonio/8131321.409135.jpg
246,10209,5104,2552,1276,638,319,160,80,40,20,10,5,3,2,1,1,Boots/Ankle/GUESS/8026817.12756.jpg
247,13158,6579,3290,1645,823,412,206,104,53,27,14,8,5,3,2,2,Shoes/Heels/ara/7697197.375499.jpg
248,20798,10400,5200,2601,1301,651,326,164,83,42,21,11,6,4,3,3,Sandals/Flat/Cobian/7942126.3.jpg
249,23668,11835,5918,2960,1481,741,371,187,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Flojos Kids/8024023.278.jpg
250,21648,10825,5413,2708,1355,678,340,171,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Lucchese/8098757.398684.jpg
251,20836,10419,5210,2606,1304,652,326,164,83,42,21,11,6,4,3,3,Sandals/Flat/Stuart Weitzman/7612153.89.jpg
252,21268,10635,5318,2660,1331,666,334,168,85,43,22,12,7,5,4,4,Boots/Mid-Calf/Primigi Kids/8024492.3.jpg
253,28388,14196,7099,3551,1777,889,446,224,113,58,30,16,9,7,6,6,Shoes/Loafers/Giuseppe Zanotti/7964921.3.jpg
254,15838,7919,3960,1980,990,495,248,125,63,32,16,9,5,3,2,2,Shoes/Heels/LAUREN Ralph Lauren/7406098.3399.jpg
255,1207,603,301,150,75,37,18,9,4,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/8056615.382125.jpg
256,7654,3827,1913,956,478,239,119,59,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen/7977240.355936.jpg
257,20486,10244,5122,2562,1282,641,321,162,82,41,21,11,6,4,3,3,Sandals/Flat/Havaianas/7540505.145508.jpg
258,27869,13936,6969,3486,1745,873,438,220,111,57,29,16,9,7,6,6,Shoes/Loafers/Dockers/7849817.311102.jpg
259,34897,17453,8728,4367,2187,1097,551,279,142,73,40,24,17,15,14,14,Sandals/Heel/Kork-Ease/7615767.13456.jpg
260,24661,12332,6166,3084,1543,772,387,195,99,50,26,14,8,6,5,5,Shoes/Flats/Nine West/8053831.52294.jpg
261,22543,11273,5637,2820,1411,706,354,178,90,45,23,12,7,5,4,4,Boots/Mid-Calf/EMU Australia Kids/7599195.574.jpg
262,29557,14781,7391,3697,1851,926,465,234,118,60,31,17,10,8,7,7,Boots/Knee High/Dr. Martens/8004434.168593.jpg
263,18506,9254,4627,2314,1158,579,290,146,74,37,19,10,6,4,3,3,Sandals/Flat/Donald J Pliner/8114625.552.jpg
264,2467,1233,616,308,154,77,38,19,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/7926825.338215.jpg
265,29153,14579,7290,3647,1826,914,459,231,117,60,31,17,10,8,7,7,Boots/Knee High/Frye/7970322.352789.jpg
266,20249,10125,5063,2532,1267,634,317,160,81,41,21,11,6,4,3,3,Sandals/Flat/Missoni/8035429.521.jpg
267,30876,15441,7721,3862,1933,968,486,244,123,63,33,18,11,9,8,8,Shoes/Oxfords/ECCO/7582583.4769.jpg
268,18225,9113,4557,2279,1140,570,285,144,73,37,19,10,6,4,3,3,Sandals/Flat/Dolce Vita/8083404.3.jpg
269,24381,12192,6096,3049,1526,763,383,193,98,50,26,14,8,6,5,5,Shoes/Flats/Blowfish/8126674.388429.jpg
270,7289,3644,1822,911,455,227,113,56,28,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/8138175.144.jpg
271,17401,8701,4351,2176,1089,545,273,138,70,35,18,10,6,4,3,3,Sandals/Flat/Bottega Veneta/7953244.346509.jpg
272,27403,13703,6852,3428,1716,858,431,217,110,56,29,16,9,7,6,6,Shoes/Loafers/Camper Kids/7988374.401.jpg
273,9391,4695,2348,1174,587,293,147,74,37,18,9,5,3,2,1,1,Boots/Ankle/Wolky/8024859.116867.jpg
274,23287,11645,5823,2913,1458,729,365,184,93,47,24,13,7,5,4,4,Boots/Mid-Calf/Pampili/8030821.3.jpg
275,34073,17040,8522,4264,2135,1070,537,270,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sperry Top-Sider/7297622.352714.jpg
276,6037,3018,1509,754,377,188,94,47,23,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8090515.2557.jpg
277,6389,3194,1597,798,399,199,99,49,24,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Brooks/8057109.382250.jpg
278,13230,6615,3308,1654,827,414,207,104,53,27,14,8,5,3,2,2,Shoes/Heels/Calvin Klein/7479540.372905.jpg
279,13480,6740,3370,1685,843,422,211,106,54,27,14,8,5,3,2,2,Shoes/Heels/Bella-Vita/7393857.71.jpg
280,17185,8593,4297,2149,1075,538,269,136,69,35,18,10,6,4,3,3,Sandals/Flat/Dansko/7894523.89.jpg
281,28135,14069,7035,3519,1761,881,442,222,112,57,29,16,9,7,6,6,Shoes/Loafers/Stacy Adams/8103386.399855.jpg
282,19793,9897,4949,2475,1238,619,310,156,79,40,20,11,6,4,3,3,Sandals/Flat/Stuart Weitzman Kids/8086029.1907.jpg
283,8179,4089,2044,1022,511,255,127,63,31,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen Kids/7801160.294584.jpg
284,9102,4551,2276,1138,569,284,142,71,36,18,9,5,3,2,1,1,Boots/Ankle/GUESS/8026817.106.jpg
285,11800,5900,2950,1475,737,368,184,92,46,23,11,6,3,2,1,1,Boots/Ankle/Palladium/7867338.3.jpg
286,25894,12948,6474,3238,1620,810,406,204,103,52,27,14,8,6,5,5,Shoes/Flats/MICHAEL Michael Kors/7980088.351432.jpg
287,21064,10533,5267,2635,1319,660,331,167,85,43,22,12,7,5,4,4,Boots/Mid-Calf/UGG Kids/8032668.3.jpg
288,27800,13902,6952,3478,1741,871,437,220,111,57,29,16,9,7,6,6,Shoes/Loafers/Aetrex/7843718.310587.jpg
289,32546,16276,8139,4072,2039,1021,513,258,130,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Easy Spirit/8042524.325.jpg
290,8202,4101,2050,1025,512,256,128,64,32,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike Golf/8063553.384742.jpg
291,6678,3339,1669,834,417,208,104,52,26,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Converse/7155963.66263.jpg
292,9125,4562,2281,1141,570,285,143,72,36,18,9,5,3,2,1,1,Boots/Ankle/The North Face/7784991.109556.jpg
293,31029,15517,7759,3881,1943,973,488,245,124,63,33,18,11,9,8,8,Shoes/Oxfords/Kenneth Cole New York/8022000.6.jpg
294,34993,17502,8753,4381,2196,1102,555,282,145,76,43,27,20,18,17,17,Slippers/Boot/Old Friend/7575257.20.jpg
295,31952,15979,7990,3997,2001,1002,503,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/Mephisto/8019811.324939.jpg
296,25056,12529,6265,3134,1568,784,393,198,100,51,26,14,8,6,5,5,Shoes/Flats/Mephisto/8019794.390118.jpg
297,33206,16607,8305,4155,2080,1042,523,263,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/Orthaheel/7784869.370630.jpg
298,33461,16734,8368,4187,2096,1050,527,265,134,68,36,20,13,11,10,10,Slippers/Slipper Flats/Woolrich/8029295.470.jpg
299,25209,12606,6303,3153,1578,789,396,199,101,51,26,14,8,6,5,5,Shoes/Flats/FootMates/8030519.9.jpg
300,7707,3853,1926,963,481,240,120,60,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7883863.367993.jpg
301,34607,17307,8655,4330,2168,1086,545,275,139,71,38,22,15,13,12,12,Shoes/Firstwalker/Twig Kids/7844209.3.jpg
302,9438,4719,2360,1180,590,295,148,74,37,18,9,5,3,2,1,1,Boots/Ankle/ECCO/7950320.3.jpg
303,25612,12807,6404,3203,1603,802,402,202,102,52,27,14,8,6,5,5,Shoes/Flats/Nine West/8113548.23943.jpg
304,6304,3152,1576,788,394,197,98,49,24,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Under Armour/8047013.1114.jpg
305,27170,13587,6794,3399,1701,851,427,215,109,56,29,16,9,7,6,6,Shoes/Loafers/Hush Puppies/7904289.334768.jpg
306,31397,15701,7851,3927,1966,984,494,248,125,64,33,18,11,9,8,8,Shoes/Oxfords/ECCO/7606276.222698.jpg
307,15777,7889,3945,1973,987,494,247,124,63,32,16,9,5,3,2,2,Shoes/Heels/rsvp/8086288.4751.jpg
308,1826,913,456,228,114,57,28,14,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/8068585.387461.jpg
309,2828,1414,707,353,176,88,44,22,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8058707.133342.jpg
310,13823,6912,3456,1728,864,432,216,109,55,28,14,8,5,3,2,2,Shoes/Heels/Clarks/7993236.72.jpg
311,22690,11346,5673,2838,1420,710,356,179,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Nina Kids/8017303.116257.jpg
312,17218,8610,4305,2153,1077,539,270,136,69,35,18,10,6,4,3,3,Sandals/Flat/Steve Madden/8098829.3091.jpg
313,29680,14842,7422,3713,1859,930,467,235,119,61,31,17,10,8,7,7,Boots/Knee High/KORS Michael Kors Kids/7986006.3.jpg
314,17432,8717,4359,2180,1091,546,273,138,70,35,18,10,6,4,3,3,Sandals/Flat/Burberry/8068861.387653.jpg
315,11738,5869,2935,1468,734,367,184,92,46,23,11,6,3,2,1,1,Boots/Ankle/Frye/7550052.301571.jpg
316,25096,12549,6275,3139,1571,786,394,198,100,51,26,14,8,6,5,5,Shoes/Flats/adidas by Stella McCartney/7892380.326529.jpg
317,26613,13308,6654,3328,1665,833,418,210,106,54,28,15,8,6,5,5,Shoes/Flats/Sigerson Morrison/7985740.147.jpg
318,2154,1077,538,269,134,67,33,16,8,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Kids/7973289.12293.jpg
319,27164,13584,6793,3398,1701,851,427,215,109,56,29,16,9,7,6,6,Shoes/Loafers/Hush Puppies/8063826.76276.jpg
320,19735,9868,4934,2468,1235,618,309,156,79,40,20,11,6,4,3,3,Sandals/Flat/FitFlop/7911271.84.jpg
321,9790,4895,2448,1224,612,306,153,77,39,19,9,5,3,2,1,1,Boots/Ankle/Neil M%2E/7841676.16458.jpg
322,23235,11619,5810,2906,1454,727,364,183,93,47,24,13,7,5,4,4,Boots/Mid-Calf/Gentle Souls/7834987.1430.jpg
323,31252,15629,7815,3909,1957,980,492,247,125,64,33,18,11,9,8,8,Shoes/Oxfords/Josef Seibel/8010454.366536.jpg
324,22729,11366,5683,2843,1423,712,357,180,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Teva/7960650.401.jpg
325,14286,7143,3572,1786,893,447,224,113,57,29,15,8,5,3,2,2,Shoes/Heels/Giuseppe Zanotti/8003216.77435.jpg
326,5420,2710,1355,677,338,169,84,42,21,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Converse/8034055.15.jpg
327,30537,15271,7636,3820,1912,957,480,241,122,62,32,17,10,8,7,7,Boots/Knee High/Frye/7792053.184651.jpg
328,4523,2261,1130,565,282,141,70,35,17,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Onitsuka Tiger by Asics/7989160.133.jpg
329,10240,5120,2560,1280,640,320,160,80,40,20,10,5,3,2,1,1,Boots/Ankle/Allrounder by Mephisto/8006184.365570.jpg
330,15472,7736,3868,1934,967,484,242,122,62,31,16,9,5,3,2,2,Shoes/Heels/LifeStride/7424156.9.jpg
331,22028,11015,5508,2755,1379,690,346,174,88,44,22,12,7,5,4,4,Boots/Mid-Calf/Durango/105704.20.jpg
332,13427,6714,3357,1679,840,420,210,106,54,27,14,8,5,3,2,2,Shoes/Heels/Ralph Lauren Collection/8017308.3.jpg
333,22875,11439,5720,2861,1432,716,359,181,92,46,23,12,7,5,4,4,Boots/Mid-Calf/Frye/7697136.256521.jpg
334,17778,8890,4445,2223,1112,556,278,140,71,36,18,10,6,4,3,3,Sandals/Flat/Michael Antonio/8009465.934.jpg
335,21391,10697,5349,2676,1339,670,336,169,86,43,22,12,7,5,4,4,Boots/Mid-Calf/Nine West/8020683.328.jpg
336,11417,5708,2854,1427,713,356,178,89,45,22,11,6,3,2,1,1,Boots/Ankle/NO SOX/8046703.820.jpg
337,24799,12401,6201,3102,1552,776,389,196,99,50,26,14,8,6,5,5,Shoes/Flats/KORS Michael Kors Kids/7902505.1901.jpg
338,14354,7177,3589,1795,898,449,225,113,57,29,15,8,5,3,2,2,Shoes/Heels/Anne Klein/7869985.77768.jpg
339,3179,1589,794,397,198,99,49,24,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Blowfish/8069903.354486.jpg
340,21744,10873,5437,2720,1361,681,341,172,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Calvin Klein/8035140.3.jpg
341,30024,15014,7508,3756,1880,941,472,237,120,61,31,17,10,8,7,7,Boots/Knee High/Franco Sarto/8045168.16835.jpg
342,33602,16805,8404,4205,2105,1055,530,267,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/UGG/112305.1279.jpg
343,7613,3806,1903,951,475,237,118,59,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS KIDS/8069338.3.jpg
344,24537,12270,6135,3069,1536,768,385,194,98,50,26,14,8,6,5,5,Shoes/Flats/Frye/8061995.247339.jpg
345,26943,13473,6737,3370,1686,843,423,213,108,55,28,15,8,6,5,5,Shoes/Flats/Primigi Kids/8022922.106.jpg
346,1391,695,347,173,86,43,21,10,5,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/7989467.355369.jpg
347,9371,4685,2343,1172,586,293,147,74,37,18,9,5,3,2,1,1,Boots/Ankle/Roxy/7986166.3.jpg
348,30860,15433,7717,3860,1932,967,485,244,123,63,33,18,11,9,8,8,Shoes/Oxfords/Robert Clergerie/8005954.60.jpg
349,22142,11072,5536,2769,1386,693,347,175,89,45,23,12,7,5,4,4,Boots/Mid-Calf/Diba/8029185.3.jpg
350,33147,16577,8290,4148,2077,1041,523,263,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/L.B. Evans/8029288.275.jpg
351,7444,3722,1861,930,465,232,116,58,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/inov-8/7310090.139.jpg
352,5472,2736,1368,684,342,171,85,42,21,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS Work/8073094.1577.jpg
353,18254,9128,4564,2283,1142,571,286,144,73,37,19,10,6,4,3,3,Sandals/Flat/Diane Von Furstenberg/8013746.367619.jpg
354,27491,13747,6874,3439,1721,861,432,217,110,56,29,16,9,7,6,6,Shoes/Loafers/Eastland/7295932.255.jpg
355,10313,5156,2578,1289,644,322,161,81,41,20,10,5,3,2,1,1,Boots/Ankle/Palladium Kids/7981416.6452.jpg
356,28362,14183,7092,3548,1776,888,446,224,113,58,30,16,9,7,6,6,Shoes/Loafers/Bella-Vita/8016230.368452.jpg
357,14722,7361,3681,1841,921,461,231,116,59,30,15,8,5,3,2,2,Shoes/Heels/Nine West/8051122.594.jpg
358,8595,4297,2148,1074,537,268,134,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Mizuno/8069170.387774.jpg
359,4472,2236,1118,559,279,139,69,34,17,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/ASICS Kids/7875448.319025.jpg
360,19439,9720,4860,2431,1216,608,304,153,77,39,20,11,6,4,3,3,Sandals/Flat/FitFlop/8102654.290052.jpg
361,10705,5352,2676,1338,669,334,167,84,42,21,10,5,3,2,1,1,Boots/Ankle/Merrell/7987319.524.jpg
362,22760,11381,5691,2847,1425,713,357,180,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Stetson/7883542.323168.jpg
363,29859,14932,7467,3735,1870,936,470,236,119,61,31,17,10,8,7,7,Boots/Knee High/Cole Haan/8000929.7686.jpg
364,26970,13486,6743,3373,1688,844,423,213,108,55,28,15,8,6,5,5,Shoes/Flats/Vaneli/7975631.355195.jpg
365,22500,11251,5626,2814,1408,704,353,178,90,45,23,12,7,5,4,4,Boots/Mid-Calf/Timberland PRO/7909568.6.jpg
366,4287,2143,1071,535,267,133,66,33,16,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Timberland Kids/7493239.246097.jpg
367,26724,13363,6682,3342,1672,836,419,211,107,54,28,15,8,6,5,5,Shoes/Flats/Naot Footwear/7997973.328155.jpg
368,13329,6665,3333,1667,834,417,209,105,53,27,14,8,5,3,2,2,Shoes/Heels/Caparros/8090414.273623.jpg
369,15199,7600,3800,1900,950,475,238,120,61,31,16,9,5,3,2,2,Shoes/Heels/Stuart Weitzman Bridal & Evening Collection/7978045.99.jpg
370,14411,7206,3603,1802,901,451,226,114,58,29,15,8,5,3,2,2,Shoes/Heels/BCBGeneration/7999026.363609.jpg
371,21809,10906,5453,2728,1365,683,342,172,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Kamik/7346150.3.jpg
372,31068,15537,7769,3886,1945,974,489,246,124,63,33,18,11,9,8,8,Shoes/Oxfords/Stuart Weitzman for The Cool People/8008944.106.jpg
373,3950,1975,987,493,246,123,61,30,15,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/8013575.367508.jpg
374,5694,2847,1423,711,355,177,88,44,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Onitsuka Tiger by Asics/7165606.110009.jpg
375,34533,17270,8637,4321,2163,1084,544,274,139,71,38,22,15,13,12,12,Shoes/Firstwalker/Twig Kids/8022184.401.jpg
376,9072,4536,2268,1134,567,283,142,71,36,18,9,5,3,2,1,1,Boots/Ankle/El Naturalista/8024630.24543.jpg
377,31133,15569,7785,3894,1949,976,490,246,124,63,33,18,11,9,8,8,Shoes/Oxfords/Stride Rite/7814459.3.jpg
378,528,264,132,66,33,16,8,4,2,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Superga/7750481.385.jpg
379,11137,5568,2784,1392,696,348,174,87,44,22,11,6,3,2,1,1,Boots/Ankle/Mezlan/8030780.2247.jpg
380,8452,4226,2113,1056,528,264,132,66,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vans Kids/7607998.385241.jpg
381,8529,4264,2132,1066,533,266,133,66,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals/7600107.97852.jpg
382,31470,15738,7870,3937,1971,987,495,249,126,64,33,18,11,9,8,8,Shoes/Oxfords/Jumping Jacks Kids/7797612.72.jpg
383,10373,5186,2593,1297,648,324,162,81,41,20,10,5,3,2,1,1,Boots/Ankle/Florsheim/7996985.109326.jpg
384,8988,4494,2247,1124,562,281,141,71,36,18,9,5,3,2,1,1,Boots/Ankle/True Religion/8034221.4854.jpg
385,12328,6164,3082,1541,770,385,193,97,49,24,12,6,3,2,1,1,Boots/Ankle/Merrell/7813118.275.jpg
386,29274,14639,7320,3662,1833,917,460,231,117,60,31,17,10,8,7,7,Boots/Knee High/El Naturalista/8024628.24543.jpg
387,33967,16987,8495,4250,2128,1066,535,269,136,69,36,20,13,11,10,10,Slippers/Slipper Flats/Patricia Green/7499018.564.jpg
388,7320,3660,1830,915,457,228,114,57,28,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7971586.369545.jpg
389,33309,16658,8330,4168,2087,1046,525,264,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/UGG/7138704.621.jpg
390,23098,11550,5775,2889,1446,723,362,182,92,46,23,12,7,5,4,4,Boots/Mid-Calf/Tommy Hilfiger Kids/8028073.513.jpg
391,24787,12395,6198,3100,1551,776,389,196,99,50,26,14,8,6,5,5,Shoes/Flats/De Osu Kids/7784139.13055.jpg
392,28470,14237,7119,3561,1782,891,447,225,114,58,30,16,9,7,6,6,Shoes/Loafers/Spring Step/8034806.386333.jpg
393,23697,11850,5925,2964,1483,742,372,187,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Keen Utility/7821270.325.jpg
394,22382,11192,5596,2799,1401,701,351,177,90,45,23,12,7,5,4,4,Boots/Mid-Calf/UGG/107213.18.jpg
395,17379,8690,4345,2173,1087,544,272,137,69,35,18,10,6,4,3,3,Sandals/Flat/Reef/7502046.322617.jpg
396,7450,3725,1862,931,465,232,116,58,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/etnies/7380741.16634.jpg
397,30812,15409,7705,3854,1929,966,485,244,123,63,33,18,11,9,8,8,Shoes/Oxfords/Frye/7650773.325.jpg
398,11059,5529,2765,1383,691,345,173,87,44,22,11,6,3,2,1,1,Boots/Ankle/L.A.M.B%2E/8042710.151.jpg
399,22311,11157,5579,2791,1397,699,350,176,89,45,23,12,7,5,4,4,Boots/Mid-Calf/Gabriella Rocha/7793943.97558.jpg
400,33833,16920,8461,4233,2119,1062,533,268,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/Ragg Kids/7685754.585.jpg
401,10961,5480,2740,1370,685,342,171,86,43,21,10,5,3,2,1,1,Boots/Ankle/Spirit by Lucchese/8027685.2133.jpg
402,9443,4721,2361,1181,590,295,148,74,37,18,9,5,3,2,1,1,Boots/Ankle/Vivobarefoot/7977497.325.jpg
